wals code	name	value	description	latitude	longitude	genus	family	area
grw	Greenlandic (West)	1	Present	64.0	-51.0	Eskimo	Eskimo-Aleut	Simple Clauses
gua	Guaraní	2	Absent	-26.0	-56.0	Maweti-Guarani	Tupian	Simple Clauses
gud	Gude	2	Absent	10.4166666667	13.4166666667	Biu-Mandara	Afro-Asiatic	Simple Clauses
gmw	Gumawana	2	Absent	-9.25	150.833333333	Oceanic	Austronesian	Simple Clauses
guu	Guugu Yimidhirr	2	Absent	-15.0	144.833333333	Northern Pama-Nyungan	Pama-Nyungan	Simple Clauses
hai	Haida	2	Absent	53.0	-132.0	Haida	Haida	Simple Clauses
hlu	Halkomelem (Upriver)	1	Present	49.25	-121.916666667	Central Salish	Salishan	Simple Clauses
hmr	Hamer	1	Present	5.0	36.5	South Omotic	Afro-Asiatic	Simple Clauses
ham	Hamtai	2	Absent	-7.5	146.25	Nuclear Angan	Trans-New Guinea	Simple Clauses
hat	Hatam	2	Absent	-1.0	134.0	Hatim-Mansim	Hatim-Mansim	Simple Clauses
hau	Hausa	1	Present	12.0	7.0	West Chadic	Afro-Asiatic	Simple Clauses
heb	Hebrew (Modern)	1	Present	31.5	34.8333333333	Semitic	Afro-Asiatic	Simple Clauses
hin	Hindi	1	Present	25.0	77.0	Indic	Indo-European	Simple Clauses
hix	Hixkaryana	1	Present	-1.0	-59.0	Cariban	Cariban	Simple Clauses
hmo	Hmong Njua	1	Present	28.0	105.0	Hmongic	Hmong-Mien	Simple Clauses
hua	Hua	2	Absent	-6.33333333333	145.333333333	Siane-Yagaria	Trans-New Guinea	Simple Clauses
hmu	Huitoto (Muinane)	1	Present	-2.41666666667	-71.0	Witoto	Witotoan	Simple Clauses
hun	Hungarian	1	Present	47.0	20.0	Ugric	Uralic	Simple Clauses
hzb	Hunzib	2	Absent	42.1666666667	46.25	Avar-Andic-Tsezic	Nakh-Daghestanian	Simple Clauses
igb	Igbo	2	Absent	6.0	7.33333333333	Igboid	Niger-Congo	Simple Clauses
ijo	Ijo (Kolokuma)	1	Present	4.91666666667	5.66666666667	Ijoid	Ijoid	Simple Clauses
ika	Ika	2	Absent	10.6666666667	-73.75	Arhuacic	Chibchan	Simple Clauses
imo	Imonda	2	Absent	-3.33333333333	141.166666667	Border	Border	Simple Clauses
ind	Indonesian	1	Present	0.0	106.0	Malayo-Sumbawan	Austronesian	Simple Clauses
ing	Ingush	2	Absent	43.1666666667	45.0833333333	Nakh	Nakh-Daghestanian	Simple Clauses
iqu	Iquito	2	Absent	-3.25	-74.0	Zaparoan	Zaparoan	Simple Clauses
irq	Iraqw	1	Present	-4.0	35.5	Southern Cushitic	Afro-Asiatic	Simple Clauses
iri	Irish	1	Present	53.0	-8.0	Celtic	Indo-European	Simple Clauses
ita	Italian	1	Present	43.0	12.0	Romance	Indo-European	Simple Clauses
jak	Jakaltek	1	Present	15.6666666667	-91.6666666667	Mayan	Mayan	Simple Clauses
jpn	Japanese	1	Present	37.0	140.0	Japanese	Japanese	Simple Clauses
jaq	Jaqaru	2	Absent	-13.0	-76.0	Aymaran	Aymaran	Simple Clauses
juh	Ju|'hoan	2	Absent	-19.0	21.0	Ju-Kung	Kxa	Simple Clauses
kgu	Kalkatungu	2	Absent	-21.0	139.5	Northern Pama-Nyungan	Pama-Nyungan	Simple Clauses
knd	Kannada	1	Present	14.0	76.0	Dravidian	Dravidian	Simple Clauses
knr	Kanuri	1	Present	12.0	13.0	Western Saharan	Saharan	Simple Clauses
kpm	Kapampangan	2	Absent	15.3333333333	120.5	Central Luzon	Austronesian	Simple Clauses
kna	Karitiâna	1	Present	-9.5	-64.0	Arikem	Tupian	Simple Clauses
krk	Karok	1	Present	41.6666666667	-123.0	Karok	Hokan	Simple Clauses
kas	Kashmiri	1	Present	34.0	76.0	Indic	Indo-European	Simple Clauses
kws	Kawaiisu	1	Present	36.0	-117.5	Northern Uto-Aztecan	Uto-Aztecan	Simple Clauses
kyl	Kayah Li (Eastern)	2	Absent	19.0	97.5	Karen	Sino-Tibetan	Simple Clauses
kay	Kayardild	1	Present	-17.05	139.5	Tangkic	Tangkic	Simple Clauses
ker	Kera	2	Absent	9.83333333333	15.0833333333	East Chadic	Afro-Asiatic	Simple Clauses
ket	Ket	1	Present	64.0	87.0	Yeniseian	Yeniseian	Simple Clauses
kew	Kewa	2	Absent	-6.5	143.833333333	Enga_Kewa-Huli	Trans-New Guinea	Simple Clauses
kha	Khalkha	1	Present	47.0	105.0	Mongolic	Altaic	Simple Clauses
khs	Khasi	2	Absent	25.5	92.0	Khasian	Austro-Asiatic	Simple Clauses
khm	Khmer	2	Absent	12.5	105.0	Khmer	Austro-Asiatic	Simple Clauses
kmu	Khmu'	2	Absent	21.0	102.0	Khmuic	Austro-Asiatic	Simple Clauses
klv	Kilivila	2	Absent	-8.5	151.083333333	Oceanic	Austronesian	Simple Clauses
kio	Kiowa	2	Absent	37.0	-99.0	Kiowa-Tanoan	Kiowa-Tanoan	Simple Clauses
krb	Kiribati	1	Present	1.33333333333	173.0	Oceanic	Austronesian	Simple Clauses
kis	Kisi	1	Present	8.83333333333	-10.1666666667	Southern Mel	Niger-Congo	Simple Clauses
koa	Koasati	1	Present	34.8333333333	-85.1666666667	Muskogean	Muskogean	Simple Clauses
kob	Kobon	2	Absent	-5.16666666667	144.333333333	Kalam-Kobon	Trans-New Guinea	Simple Clauses
kom	Komo	2	Absent	8.75	33.75	Koman	Koman	Simple Clauses
kon	Kongo	1	Present	-5.0	15.0	Bantu	Niger-Congo	Simple Clauses
kjo	Konjo	2	Absent	-5.46666666667	120.333333333	South Sulawesi	Austronesian	Simple Clauses
kor	Korean	1	Present	37.5	128.0	Korean	Korean	Simple Clauses
kfe	Koromfe	2	Absent	14.25	-0.916666666667	Koromfe	Niger-Congo	Simple Clauses
kos	Kosraean	1	Present	5.3	163.0	Oceanic	Austronesian	Simple Clauses
kch	Koyra Chiini	1	Present	17.0	-3.0	Songhay	Songhay	Simple Clauses
kse	Koyraboro Senni	1	Present	16.0	0.0	Songhay	Songhay	Simple Clauses
kro	Krongo	1	Present	10.5	30.0	Kadugli	Kadu	Simple Clauses
kuk	Kukú	1	Present	5.83333333333	31.6666666667	Western Nilotic	Eastern Sudanic	Simple Clauses
knm	Kunama	1	Present	14.5	37.0	Kunama	Kunama	Simple Clauses
krd	Kurdish (Central)	1	Present	36.0	44.0	Iranian	Indo-European	Simple Clauses
kut	Kutenai	1	Present	49.5	-116.0	Kutenai	Kutenai	Simple Clauses
kwz	Kwaza	2	Absent	-12.5833333333	-60.6666666667	Kwaza	Kwaza	Simple Clauses
lad	Ladakhi	2	Absent	34.0	78.0	Bodic	Sino-Tibetan	Simple Clauses
lah	Lahu	2	Absent	20.0	98.1666666667	Burmese-Lolo	Sino-Tibetan	Simple Clauses
lak	Lak	2	Absent	42.1666666667	47.1666666667	Lak	Nakh-Daghestanian	Simple Clauses
lkt	Lakhota	2	Absent	43.8333333333	-101.833333333	Mississippi Valley Siouan	Siouan	Simple Clauses
lan	Lango	2	Absent	2.16666666667	33.0	Western Nilotic	Eastern Sudanic	Simple Clauses
lat	Latvian	1	Present	57.0	24.0	Baltic	Indo-European	Simple Clauses
lav	Lavukaleve	2	Absent	-9.08333333333	159.2	Lavukaleve	Solomons East Papuan	Simple Clauses
lel	Lele	2	Absent	9.08333333333	15.5833333333	East Chadic	Afro-Asiatic	Simple Clauses
lep	Lepcha	1	Present	27.1666666667	88.5	Himalayish	Sino-Tibetan	Simple Clauses
lez	Lezgian	2	Absent	41.6666666667	47.8333333333	Lezgic	Nakh-Daghestanian	Simple Clauses
lim	Limbu	1	Present	27.1666666667	87.75	Himalayish	Sino-Tibetan	Simple Clauses
ara	Lokono	1	Present	5.5	-55.1666666667	Antillean Arawakan	Arawakan	Simple Clauses
kkv	Lusi	2	Absent	-5.58333333333	149.666666667	Oceanic	Austronesian	Simple Clauses
luv	Luvale	2	Absent	-12.0	22.0	Bantu	Niger-Congo	Simple Clauses
mle	Maale	1	Present	6.0	36.9166666667	Ta-Ne-Omotic	Afro-Asiatic	Simple Clauses
mab	Maba	1	Present	13.75	20.8333333333	Maban	Maban	Simple Clauses
mac	Macushi	1	Present	4.0	-60.0	Cariban	Cariban	Simple Clauses
mne	Maidu (Northeast)	2	Absent	40.0	-120.666666667	Maiduan	Penutian	Simple Clauses
msn	Maisin	2	Absent	-9.5	149.166666667	Oceanic	Austronesian	Simple Clauses
mak	Makah	2	Absent	48.3333333333	-124.666666667	Southern Wakashan	Wakashan	Simple Clauses
mal	Malagasy	1	Present	-20.0	47.0	Barito	Austronesian	Simple Clauses
mlk	Malakmalak	2	Absent	-13.4166666667	130.416666667	Northern Daly	Northern Daly	Simple Clauses
mnd	Mandarin	1	Present	34.0	110.0	Chinese	Sino-Tibetan	Simple Clauses
myi	Mangarrayi	2	Absent	-14.6666666667	133.5	Mangarrayi	Mangarrayi-Maran	Simple Clauses
mao	Maori	1	Present	-40.0	176.0	Oceanic	Austronesian	Simple Clauses
map	Mapudungun	1	Present	-38.0	-72.0	Araucanian	Araucanian	Simple Clauses
mku	Maranungku	2	Absent	-13.6666666667	130.0	Wagaydy	Western Daly	Simple Clauses
mar	Maricopa	1	Present	33.1666666667	-113.166666667	Yuman	Hokan	Simple Clauses
mrd	Marind	2	Absent	-7.83333333333	140.166666667	Marind-Yaqay	Trans-New Guinea	Simple Clauses
mrt	Martuthunira	1	Present	-20.8333333333	116.5	Western Pama-Nyungan	Pama-Nyungan	Simple Clauses
msl	Masalit	1	Present	13.3333333333	22.0	Maban	Maban	Simple Clauses
mau	Maung	2	Absent	-11.9166666667	133.5	Iwaidjan	Iwaidjan	Simple Clauses
mcr	Mauritian Creole	2	Absent	-20.3333333333	57.5	Creoles and Pidgins	other	Simple Clauses
may	Maybrat	2	Absent	-1.33333333333	132.5	Maybrat	Maybrat	Simple Clauses
mby	Mbay	2	Absent	8.25	17.5	Bongo-Bagirmi	Central Sudanic	Simple Clauses
mei	Meithei	2	Absent	24.75	94.0	Manipuri	Sino-Tibetan	Simple Clauses
mde	Mende	2	Absent	7.83333333333	-11.5	Western Mande	Mande	Simple Clauses
mis	Miskito	2	Absent	14.0	-83.6666666667	Misumalpan	Misumalpan	Simple Clauses
mss	Miwok (Southern Sierra)	1	Present	37.5	-120.0	Miwok	Penutian	Simple Clauses
mxc	Mixtec (Chalcatongo)	2	Absent	17.05	-97.5833333333	Mixtec	Oto-Manguean	Simple Clauses
miz	Mizo	2	Absent	23.1666666667	92.8333333333	Kuki-Chin	Sino-Tibetan	Simple Clauses
mlm	Mlabri (Minor)	2	Absent	18.5	101.0	Khmuic	Austro-Asiatic	Simple Clauses
moh	Mohawk	2	Absent	43.5	-74.25	Northern Iroquoian	Iroquoian	Simple Clauses
moa	Mono-Alu	2	Absent	-7.05	155.75	Oceanic	Austronesian	Simple Clauses
mum	Mumuye	2	Absent	9.0	11.6666666667	Mumuye-Yandang	Niger-Congo	Simple Clauses
mna	Muna	2	Absent	-5.0	122.5	Celebic	Austronesian	Simple Clauses
mun	Mundari	1	Present	23.0	84.6666666667	Munda	Austro-Asiatic	Simple Clauses
mup	Mupun	2	Absent	9.5	8.83333333333	West Chadic	Afro-Asiatic	Simple Clauses
mrl	Murle	1	Present	6.5	33.5	South Surmic	Eastern Sudanic	Simple Clauses
nad	Nadëb	1	Present	-1.0	-66.5	Nadahup	Nadahup	Simple Clauses
nht	Nahuatl (Tetelcingo)	1	Present	19.6666666667	-99.0	Aztecan	Uto-Aztecan	Simple Clauses
nak	Nakanai	2	Absent	-5.58333333333	150.583333333	Oceanic	Austronesian	Simple Clauses
kho	Nama	1	Present	-25.5	18.0	Khoe-Kwadi	Khoe-Kwadi	Simple Clauses
nai	Nanai	1	Present	49.5	137.0	Tungusic	Altaic	Simple Clauses
nan	Nandi	2	Absent	0.25	35.0	Eastern Nilotic	Eastern Sudanic	Simple Clauses
nas	Nasioi	2	Absent	-6.33333333333	155.583333333	South Bougainville	South Bougainville	Simple Clauses
nav	Navajo	1	Present	36.1666666667	-108.0	Athapaskan	Na-Dene	Simple Clauses
ndo	Ndonga	1	Present	-18.0	17.0	Bantu	Niger-Congo	Simple Clauses
ndy	Ndyuka	2	Absent	4.5	-54.5	Creoles and Pidgins	other	Simple Clauses
ntu	Nenets	1	Present	70.0	76.0	Samoyedic	Uralic	Simple Clauses
nez	Nez Perce	1	Present	46.0	-116.0	Sahaptian	Penutian	Simple Clauses
ngl	Ngalakan	2	Absent	-14.25	134.0	Eastern Gunwinyguan	Gunwinyguan	Simple Clauses
ngk	Ngankikurungkurr	2	Absent	-14.0	130.5	Ngankikurungkurr	Southern Daly	Simple Clauses
nti	Ngiti	2	Absent	1.33333333333	30.25	Lendu	Central Sudanic	Simple Clauses
ngi	Ngiyambaa	2	Absent	-31.75	145.5	Southeastern Pama-Nyungan	Pama-Nyungan	Simple Clauses
nbr	Ngäbere	1	Present	8.66666666667	-82.0	Guaymiic	Chibchan	Simple Clauses
niv	Nivkh	2	Absent	53.3333333333	142.0	Nivkh	Nivkh	Simple Clauses
nko	Nkore-Kiga	1	Present	-0.916666666667	29.8333333333	Bantu	Niger-Congo	Simple Clauses
noo	Noon	1	Present	14.8333333333	-16.8333333333	Cangin	Niger-Congo	Simple Clauses
nbd	Nubian (Dongolese)	1	Present	18.25	30.75	Nubian	Eastern Sudanic	Simple Clauses
nug	Nunggubuyu	2	Absent	-13.75	135.666666667	Nunggubuyu	Gunwinyguan	Simple Clauses
nup	Nupe	2	Absent	9.16666666667	5.41666666667	Nupoid	Niger-Congo	Simple Clauses
nuu	Nuuchahnulth	1	Present	49.6666666667	-126.666666667	Southern Wakashan	Wakashan	Simple Clauses
nyu	Nyulnyul	2	Absent	-17.0	122.833333333	Nyulnyulan	Nyulnyulan	Simple Clauses
ond	Oneida	2	Absent	43.0	-75.6666666667	Northern Iroquoian	Iroquoian	Simple Clauses
orh	Oromo (Harar)	2	Absent	9.0	42.0	Lowland East Cushitic	Afro-Asiatic	Simple Clauses
oss	Ossetic	1	Present	43.0	44.0	Iranian	Indo-European	Simple Clauses
otm	Otomí (Mezquital)	2	Absent	20.1666666667	-99.1666666667	Otomian	Oto-Manguean	Simple Clauses
pms	Paamese	2	Absent	-16.5	168.25	Oceanic	Austronesian	Simple Clauses
pai	Paiwan	2	Absent	22.5	120.833333333	Paiwan	Austronesian	Simple Clauses
pal	Palauan	1	Present	7.5	134.583333333	Palauan	Austronesian	Simple Clauses
plk	Palikur	1	Present	3.0	-51.0	Palikur	Arawakan	Simple Clauses
pny	Panyjima	1	Present	-22.8333333333	118.416666667	Western Pama-Nyungan	Pama-Nyungan	Simple Clauses
psm	Passamaquoddy-Maliseet	1	Present	45.0	-67.0	Algonquian	Algic	Simple Clauses
pau	Paumarí	1	Present	-6.0	-64.0	Arauan	Arauan	Simple Clauses
pec	Pech	2	Absent	15.0	-85.5	Pech	Chibchan	Simple Clauses
prs	Persian	1	Present	32.0	54.0	Iranian	Indo-European	Simple Clauses
pip	Pipil	1	Present	13.8333333333	-89.5833333333	Aztecan	Uto-Aztecan	Simple Clauses
prh	Pirahã	2	Absent	-7.0	-62.0	Mura	Mura	Simple Clauses
pit	Pitjantjatjara	2	Absent	-26.0	130.0	Western Pama-Nyungan	Pama-Nyungan	Simple Clauses
pol	Polish	1	Present	52.0	20.0	Slavic	Indo-European	Simple Clauses
pso	Pomo (Southeastern)	2	Absent	39.0	-122.5	Pomoan	Hokan	Simple Clauses
psj	Popoloca (San Juan Atzingo)	1	Present	18.1666666667	-96.4166666667	Popolocan	Oto-Manguean	Simple Clauses
pur	Purépecha	2	Absent	19.5	-101.666666667	Tarascan	Tarascan	Simple Clauses
par	Päri	1	Present	5.0	32.5	Western Nilotic	Eastern Sudanic	Simple Clauses
qaw	Qawasqar	2	Absent	-49.0	-75.0	Alacalufan	Alacalufan	Simple Clauses
qim	Quechua (Imbabura)	1	Present	0.333333333333	-78.0	Quechuan	Quechuan	Simple Clauses
qui	Quileute	1	Present	47.9166666667	-124.25	Chimakuan	Chimakuan	Simple Clauses
ram	Rama	2	Absent	11.75	-83.75	Rama	Chibchan	Simple Clauses
rap	Rapanui	2	Absent	-27.1166666667	-109.366666667	Oceanic	Austronesian	Simple Clauses
rem	Remo	2	Absent	18.0	82.0	Munda	Austro-Asiatic	Simple Clauses
ret	Retuarã	2	Absent	-0.5	-70.6666666667	Tucanoan	Tucanoan	Simple Clauses
rus	Russian	1	Present	56.0	38.0	Slavic	Indo-European	Simple Clauses
sah	Sahu	2	Absent	1.16666666667	127.5	North Halmaheran	North Halmaheran	Simple Clauses
sal	Salinan	2	Absent	36.0	-121.0	Salinan	Hokan	Simple Clauses
syu	Salt-Yui	2	Absent	-6.28333333333	145.033333333	Chimbu-Wahgi	Trans-New Guinea	Simple Clauses
sam	Samoan	2	Absent	-13.9166666667	-171.833333333	Oceanic	Austronesian	Simple Clauses
san	Sango	2	Absent	5.0	18.0	Ubangi	Niger-Congo	Simple Clauses
snm	Sanuma	1	Present	4.5	-64.6666666667	Yanomam	Yanomam	Simple Clauses
srm	Saramaccan	2	Absent	4.5	-55.5	Creoles and Pidgins	other	Simple Clauses
saw	Sawu	2	Absent	-11.5	121.916666667	Central Malayo-Polynesian	Austronesian	Simple Clauses
slp	Selepet	2	Absent	-6.16666666667	147.166666667	Huon	Trans-New Guinea	Simple Clauses
sel	Selknam	2	Absent	-53.0	-70.0	Chonan Proper	Chonan	Simple Clauses
sem	Sema	2	Absent	26.0	94.5	Angami-Pochuri	Sino-Tibetan	Simple Clauses
sml	Semelai	1	Present	3.0	103.0	Aslian	Austro-Asiatic	Simple Clauses
snt	Sentani	2	Absent	-2.58333333333	140.583333333	Sentanic	Sentanic	Simple Clauses
shk	Shipibo-Konibo	2	Absent	-7.5	-75.0	Panoan	Pano-Tacanan	Simple Clauses
siu	Siuslaw	1	Present	44.0	-124.0	Siuslawan	Oregon Coast	Simple Clauses
sla	Slave	1	Present	67.0	-125.0	Athapaskan	Na-Dene	Simple Clauses
so	So	1	Present	2.58333333333	34.75	Kuliak	Eastern Sudanic	Simple Clauses
spa	Spanish	1	Present	40.0	-4.0	Romance	Indo-European	Simple Clauses
squ	Squamish	1	Present	49.6666666667	-123.166666667	Central Salish	Salishan	Simple Clauses
sue	Suena	2	Absent	-7.75	147.55	Binanderean	Trans-New Guinea	Simple Clauses
sun	Sundanese	1	Present	-7.0	107.0	Malayo-Sumbawan	Austronesian	Simple Clauses
sup	Supyire	2	Absent	11.5	-5.58333333333	Senufo	Niger-Congo	Simple Clauses
swa	Swahili	1	Present	-6.5	39.0	Bantu	Niger-Congo	Simple Clauses
tab	Taba	1	Present	0.0	127.5	South Halmahera - West New Guinea	Austronesian	Simple Clauses
tag	Tagalog	2	Absent	15.0	121.0	Greater Central Philippine	Austronesian	Simple Clauses
tap	Taiap	2	Absent	-4.08333333333	144.5	Taiap	Taiap	Simple Clauses
tkl	Takelma	1	Present	42.5	-123.0	Takelma	Takelma	Simple Clauses
tau	Tauya	2	Absent	-5.75	145.333333333	Rai Coast	Trans-New Guinea	Simple Clauses
taw	Tawala	2	Absent	-10.3333333333	150.666666667	Oceanic	Austronesian	Simple Clauses
tmr	Temiar	2	Absent	5.0	101.5	Aslian	Austro-Asiatic	Simple Clauses
tpn	Tepehuan (Northern)	1	Present	26.3333333333	-107.0	Tepiman	Uto-Aztecan	Simple Clauses
trb	Teribe	2	Absent	9.33333333333	-82.6666666667	Western Isthmic Chibchan	Chibchan	Simple Clauses
tha	Thai	1	Present	16.0	101.0	Kam-Tai	Tai-Kadai	Simple Clauses
tid	Tidore	2	Absent	0.75	127.5	North Halmaheran	North Halmaheran	Simple Clauses
tgk	Tigak	2	Absent	-2.71666666667	150.8	Oceanic	Austronesian	Simple Clauses
tja	Tiipay (Jamul)	2	Absent	32.1666666667	-116.5	Yuman	Hokan	Simple Clauses
tin	Tinrin	1	Present	-21.6666666667	165.75	Oceanic	Austronesian	Simple Clauses
tir	Tiriyo	2	Absent	3.25	-55.75	Cariban	Cariban	Simple Clauses
tiw	Tiwi	2	Absent	-11.5	131.0	Tiwian	Tiwian	Simple Clauses
tli	Tlingit	2	Absent	59.0	-135.0	Tlingit	Na-Dene	Simple Clauses
tol	Tol	2	Absent	14.6666666667	-87.0	Tol	Tol	Simple Clauses
tla	Tolai	2	Absent	-4.25	152.083333333	Oceanic	Austronesian	Simple Clauses
tms	Tommo So	2	Absent	15.0	-3.0	Dogon	Dogon	Simple Clauses
ton	Tonkawa	2	Absent	30.25	-96.75	Tonkawa	Tonkawa	Simple Clauses
tot	Totonac (Misantla)	2	Absent	19.9166666667	-96.9166666667	Totonacan	Totonacan	Simple Clauses
tri	Trique (Copala)	2	Absent	17.1666666667	-97.9166666667	Trique	Oto-Manguean	Simple Clauses
tru	Trumai	2	Absent	-11.9166666667	-53.5833333333	Trumai	Trumai	Simple Clauses
tsi	Tsimshian (Coast)	2	Absent	52.5	-129.0	Tsimshianic	Tsimshianic	Simple Clauses
